entropy_1,S,priors_count,sex_Female,sex_Male,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,c_charge_degree_F,c_charge_degree_M
0.0,0,-0.5368266925707568,0,1,0,0,1,1,0
0.0,1,-0.7338780825023853,0,1,1,0,0,1,0
0.0,0,1.2366358168139007,0,1,0,1,0,1,0
0.0,0,-0.5368266925707568,0,1,0,0,1,1,0
0.0,0,-0.7338780825023853,0,1,1,0,0,1,0
0.5118645037875602,0,-0.1427239127074995,0,1,0,0,1,1,0
0.0,1,0.05432747722412909,1,0,1,0,0,0,1
0.0,1,-0.1427239127074995,0,1,1,0,0,0,1
0.0,0,0.2513788671557577,0,1,1,0,0,1,0
0.0,0,-0.5368266925707568,0,1,1,0,0,1,0
0.499915958164528,1,-0.1427239127074995,0,1,0,1,0,1,0
0.4594130327047206,0,1.039584426882272,0,1,1,0,0,1,0
0.0,0,0.4484302570873863,0,1,1,0,0,0,1
0.48464773973144537,0,-0.1427239127074995,0,1,0,1,0,0,1
0.0,0,-0.7338780825023853,0,1,1,0,0,0,1
0.0,0,-0.7338780825023853,0,1,1,0,0,0,1
0.0,0,1.4336872067455293,0,1,0,1,0,1,0
0.0,0,-0.5368266925707568,1,0,1,0,0,1,0
0.0,0,-0.7338780825023853,1,0,0,0,1,0,1
0.5264795487695574,1,-0.7338780825023853,0,1,0,1,0,1,0
0.0,1,-0.7338780825023853,0,1,1,0,0,1,0
0.0,0,-0.7338780825023853,0,1,1,0,0,1,0
0.0,0,-0.7338780825023853,0,1,1,0,0,0,1
0.0,0,-0.5368266925707568,0,1,1,0,0,1,0
0.0,1,2.2218927664720436,0,1,0,1,0,1,0
0.0,0,0.05432747722412909,0,1,1,0,0,1,0
0.5293608652873644,0,-0.33977530263912814,0,1,0,1,0,1,0
0.0,0,-0.7338780825023853,0,1,1,0,0,1,0
0.0,0,-0.5368266925707568,0,1,0,0,1,1,0
0.0,0,-0.5368266925707568,0,1,1,0,0,1,0
0.0,0,-0.33977530263912814,0,1,1,0,0,1,0
0.0,0,-0.5368266925707568,0,1,1,0,0,0,1
0.0,1,-0.7338780825023853,0,1,1,0,0,0,1
0.0,0,-0.7338780825023853,1,0,1,0,0,0,1
0.0,1,-0.5368266925707568,1,0,0,0,1,1,0
0.48773158354050183,0,0.2513788671557577,0,1,0,1,0,1,0
0.0,0,-0.5368266925707568,0,1,1,0,0,0,1
0.0,0,0.2513788671557577,0,1,1,0,0,1,0
0.0,0,-0.5368266925707568,1,0,1,0,0,1,0
0.0,0,-0.33977530263912814,0,1,1,0,0,1,0
0.0,1,0.05432747722412909,0,1,1,0,0,1,0
0.5088990708641272,0,-0.33977530263912814,0,1,0,1,0,1,0
0.0,0,-0.7338780825023853,0,1,1,0,0,1,0
0.0,0,0.6454816470190149,0,1,1,0,0,0,1
0.5463652179575746,0,1.4336872067455293,0,1,1,0,0,0,1
0.49385372369952063,0,1.2366358168139007,1,0,1,0,0,1,0
0.532228519780809,1,-0.1427239127074995,0,1,0,1,0,0,1
0.0,1,0.8425330369506435,0,1,0,1,0,1,0
0.0,1,-0.33977530263912814,1,0,1,0,0,0,1
0.5601743246989673,0,0.6454816470190149,0,1,1,0,0,1,0
0.0,0,-0.7338780825023853,0,1,1,0,0,0,1
0.0,1,-0.5368266925707568,0,1,1,0,0,1,0
0.5148156530047155,1,-0.1427239127074995,0,1,0,1,0,0,1
0.0,0,-0.7338780825023853,0,1,0,0,1,1,0
0.0,0,-0.5368266925707568,1,0,1,0,0,1,0
0.0,0,-0.7338780825023853,0,1,1,0,0,0,1
0.0,0,-0.33977530263912814,0,1,1,0,0,0,1
0.0,0,-0.7338780825023853,0,1,1,0,0,1,0
0.5088990708641272,1,0.2513788671557577,0,1,0,0,1,1,0
0.0,0,-0.7338780825023853,0,1,1,0,0,1,0
0.0,0,-0.5368266925707568,0,1,1,0,0,1,0
0.0,0,-0.7338780825023853,1,0,0,0,1,1,0
0.5601743246989673,0,0.05432747722412909,1,0,0,1,0,1,0
0.5350826097473704,1,-0.5368266925707568,0,1,0,1,0,1,0
0.48464773973144537,1,-0.7338780825023853,0,1,0,1,0,0,1
0.5264795487695574,0,-0.1427239127074995,0,1,0,1,0,1,0
0.0,0,-0.33977530263912814,0,1,0,0,1,0,1
0.0,0,2.418944156403672,0,1,0,1,0,1,0
0.0,0,-0.5368266925707568,0,1,0,0,1,0,1
0.4815485438118001,1,0.4484302570873863,0,1,0,1,0,0,1
0.0,0,0.05432747722412909,0,1,1,0,0,1,0
0.0,1,-0.7338780825023853,0,1,1,0,0,0,1
0.0,1,0.05432747722412909,0,1,1,0,0,0,1
0.0,0,-0.1427239127074995,0,1,1,0,0,1,0
0.0,0,0.05432747722412909,0,1,1,0,0,0,1
0.47215752724666754,0,1.2366358168139007,0,1,0,0,1,0,1
0.0,0,-0.7338780825023853,0,1,1,0,0,0,1
0.0,1,-0.7338780825023853,0,1,1,0,0,1,0
0.0,0,-0.7338780825023853,0,1,1,0,0,1,0
0.0,0,-0.33977530263912814,0,1,1,0,0,1,0
0.0,0,1.039584426882272,0,1,0,1,0,1,0
0.0,1,-0.33977530263912814,0,1,1,0,0,1,0
0.0,0,-0.7338780825023853,0,1,0,0,1,1,0
0.0,1,-0.7338780825023853,0,1,1,0,0,1,0
0.5601743246989673,0,0.4484302570873863,1,0,0,0,1,0,1
0.0,0,-0.1427239127074995,0,1,1,0,0,1,0
0.0,0,-0.1427239127074995,0,1,1,0,0,1,0
0.49385372369952063,1,-0.1427239127074995,0,1,0,1,0,1,0
0.0,1,-0.7338780825023853,0,1,1,0,0,0,1
0.5206755312572332,0,1.2366358168139007,0,1,1,0,0,1,0
0.0,0,-0.5368266925707568,0,1,0,0,1,1,0
0.0,0,-0.7338780825023853,0,1,1,0,0,1,0
