entropy_1,entropy_2,mean_entropy_3,std_entropy_3,mean_entropy_3_scaled,std_entropy_3_scaled,n_bins,S,Age,Credit amount,Duration,Job_0,Job_1,Job_2,Job_3,Housing_free,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_little,Checking account_moderate,Checking account_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others
0.2778395739583094,0.8896800684323527,4.96326617125998,0.05475580690024277,0.6865943639982914,0.007574654897934174,150.0,0,-1.017625218208695,-0.07937699269215527,-0.2722078165754,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.8861256474645222,0.7546516338427501,4.777818669127367,0.06074438979604693,0.6645250701182094,0.008448660923307615,146.0,1,-0.03474817818273565,0.3140110885514943,-0.2722078165754,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0.30726835986075973,0.9998586112670831,4.281605077068528,0.07174946245192083,0.5922966476801785,0.009925475450954905,150.0,1,-0.30280555273527,-0.3653271525877493,0.22928708201164383,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0.8608440062015498,0.9960462879344312,6.175636467411023,0.03732726203931981,0.85894119068366,0.005191679120072212,146.0,1,-1.106977676392873,-0.7051615622671373,-0.7737027151624438,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.7014714598838974,0.3546271671967252,3.9754911967140614,0.08717451540853721,0.5529329908062925,0.01212470689578506,146.0,1,-0.03474817818273565,1.2637623132683053,0.9815294298922096,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.7158873656827774,0.9951442089848421,5.46212141676193,0.054347556946816145,0.7628798283992114,0.0075905773149367965,143.0,1,2.5564731091584294,-0.345823037635333,0.22928708201164383,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.9849900098451575,0.6690158350565577,4.824021393302416,0.0699518603864661,0.6673319113183483,0.009676803829432848,150.0,1,0.5013665709223329,-0.4344180004700373,-1.2751976137494878,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.037622360322278434,0.34312290713202054,5.612428478777818,0.050116712063612796,0.7838728120641272,0.00699966657308161,143.0,1,-1.3750350509454072,-0.9405332545742621,-0.7737027151624438,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9189610585062931,0.908678384800712,5.1845009800704,0.05401021463437002,0.7171989230946882,0.007471513250896746,150.0,1,-0.8389203018403386,0.04855677826691395,-1.0244501644559658,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9823733825422627,0.3621807172571562,4.165625620554083,0.10763110816054215,0.5762526076398704,0.014889169692698274,150.0,1,-0.7495678436561605,1.7133486918324763,0.48003453130516577,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.15252732850878192,0.6844328071995737,5.723029550882747,0.07190029381753618,0.7993201667584499,0.01004212093144791,143.0,1,-0.6602153854719823,-0.9739216547470424,-1.2751976137494878,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5546892893228762,0.9924820324406043,5.163744971962208,0.07379675714996475,0.7143276367895715,0.010208688350005152,150.0,1,-0.12410063636691375,0.17682112744551565,1.7337717777727755,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.020814071335501033,0.14144054254182067,4.582468629277214,0.08040846235391699,0.6373547214886479,0.011183647347083853,146.0,0,-0.6602153854719823,-0.6790458829240714,0.22928708201164383,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.08079313589591118,0.4529425481872832,5.441515474347298,0.06406329483088506,0.7568356403949502,0.008910272330882096,146.0,1,0.054604280001442455,1.2783077549277344,3.238256473533907,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.10008207543778838,0.2647650339356807,5.333921798077844,0.07996827289121672,0.7418709252773098,0.011122423396611172,146.0,1,0.5907190291065111,0.9447543314194634,3.238256473533907,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.9997114417528099,0.5736665363828041,4.207586780959168,0.08536972171714595,0.5820573126963482,0.011809636591022306,150.0,1,0.5907190291065111,0.23896983271762162,-0.2722078165754,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.3733433210798535,0.884927220099492,5.193262934506043,0.04357851753776629,0.7184110097177989,0.006028442461153615,150.0,1,-1.106977676392873,-0.02053406961537408,-0.5229552658689219,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.2948328193632007,0.7337669895308356,4.927170535811887,0.0666196447843133,0.6881646756000068,0.009304586863468566,143.0,0,2.6458255673426074,-0.7709466279541005,-0.2722078165754,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.22836402584056464,0.9367188103082079,4.550611815313991,0.11055326328154758,0.6329239021129683,0.015376350615538336,146.0,0,-1.017625218208695,-0.43177337471377747,-0.2722078165754,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.9849900098451575,0.532228519780809,5.088488311975285,0.08182412406224637,0.707734697878071,0.011380545295947045,146.0,0,-0.7495678436561605,0.07037494075605753,-0.5229552658689219,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.9845686584264312,0.9962572968375276,4.700380482245795,0.04986257193188722,0.6502280225157174,0.006897748313627551,150.0,1,-0.03474817818273565,1.7943403556179334,2.235266676359819,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06017244203200856,0.7745085286615678,5.040224303005866,0.06017487276711711,0.7010218763656451,0.008369449389804131,146.0,1,-0.8389203018403386,-0.005327471516880064,-0.0214603672818781,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.9536939584842918,0.9877746553159469,5.705063738476797,0.023853521118220037,0.7934913698875419,0.0033176777712550657,146.0,1,-0.21345309455109185,0.8726882795613832,-0.2722078165754,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8485481782946158,0.9970433402104208,5.546844902632636,0.06131205122374378,0.767323838115538,0.008481614195740454,150.0,1,0.5907190291065111,-0.6370624490434467,-1.442362579945169,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.6599872509666215,0.9885173903891564,6.117343906928793,0.04059578113776318,0.8508335435491784,0.0056462825768987856,146.0,1,-0.21345309455109185,-0.11772406615792279,-1.0244501644559658,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4529425481872832,0.9975720245861465,4.691990504610632,0.07985114436137519,0.6553177122763508,0.011152594872927501,143.0,1,-0.48151046910362616,-0.5312774187930536,0.22928708201164383,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.11236071009937675,0.42297549123463085,5.177289314164303,0.06453352263705935,0.7162012959283603,0.008927257052650243,150.0,1,-1.017625218208695,-0.36598830902681423,1.2322768791857315,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9998153271549207,0.8221855039190835,5.499117089642806,0.057733408161247876,0.7648471871056921,0.008029877181070054,146.0,1,-0.21345309455109185,0.9450849096389959,1.7337717777727755,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.6222126380063133,0.8080927832245586,5.2074355489620725,0.06212065818898612,0.7203715810175969,0.008593472993126761,150.0,1,0.5907190291065111,2.329546493041016,1.2322768791857315,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
