entropy_1,entropy_2,mean_entropy_3,std_entropy_3,mean_entropy_3_scaled,std_entropy_3_scaled,n_bins,S,Age,Credit amount,Duration,Job_0,Job_1,Job_2,Job_3,Housing_free,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_little,Checking account_moderate,Checking account_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others
0.9076140601356764,0.7509319796338464,4.3282195457101045,0.06831755955870236,0.598745069011158,0.00945072251549527,150.0,0,-1.017625218208695,-0.07937699269215527,-0.2722078165754,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.9499011703918125,0.38431154412649693,4.303434019185266,0.07936748001438751,0.5985450665649659,0.011038861847659712,146.0,1,-0.03474817818273565,0.3140110885514943,-0.2722078165754,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0.9964625048848765,0.18426059333965522,3.5733523016771116,0.09256518025305911,0.4943203661166923,0.012805021707732062,150.0,1,-0.30280555273527,-0.3653271525877493,0.22928708201164383,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0.7745085286615678,0.7138555955076475,4.0238439179048004,0.07859584254835485,0.5566392090031481,0.010872570735753682,150.0,1,-1.106977676392873,-0.7051615622671373,-0.7737027151624438,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.2043246709802796,0.5350826097473704,5.311234818628297,0.06894399132747571,0.750511970502903,0.009742233689995708,135.0,1,-0.03474817818273565,1.2637623132683053,0.9815294298922096,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.7138555955076475,0.0740883836872965,4.4267529262742205,0.08532018257298292,0.6156969325220626,0.011866796174825358,146.0,1,2.5564731091584294,-0.345823037635333,0.22928708201164383,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.6554120818442417,0.4594130327047206,4.8363451893417615,0.09671155991054087,0.6726652576478352,0.013451171042983823,146.0,1,0.5013665709223329,-0.4344180004700373,-1.2751976137494878,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.7433898602242521,0.6712478853829509,4.192931700508311,0.06502716019721803,0.5800299993719563,0.00899554449784619,150.0,1,-1.3750350509454072,-0.9405332545742621,-0.7737027151624438,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9118318792514706,0.6712478853829509,4.564982235988625,0.07889640836848351,0.6349226185707828,0.010973342634771262,146.0,1,-0.8389203018403386,0.04855677826691395,-1.0244501644559658,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4496822131225001,0.9608181753171039,4.7476693665571235,0.057236405685117515,0.6567697392658557,0.007917808999742834,150.0,1,-0.7495678436561605,1.7133486918324763,0.48003453130516577,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.7259101060407925,0.6270840510319263,5.171938187911526,0.06289663784120449,0.715461046866669,0.00870081828499837,150.0,1,-0.6602153854719823,-0.9739216547470424,-1.2751976137494878,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.6734699876903987,0.2513881446901186,3.809764849388982,0.07567522889373578,0.5270245405930414,0.010468547093763748,150.0,1,-0.12410063636691375,0.17682112744551565,1.7337717777727755,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.9634967421655786,0.8674259744399867,4.365103652121338,0.07936535819743691,0.6038474388436905,0.010979021828529587,150.0,0,-0.6602153854719823,-0.6790458829240714,0.22928708201164383,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7490593447969769,0.3154190889380809,3.4593093212018298,0.08724327962008817,0.4785442088553101,0.012068815577680988,150.0,1,0.054604280001442455,1.2783077549277344,3.238256473533907,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.7638026659331063,0.9313602262676112,5.114471108082988,0.07419022794823835,0.7075113275156922,0.010263119207261386,150.0,1,0.5907190291065111,0.9447543314194634,3.238256473533907,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.7762640017033955,0.39864578980597576,3.8710475137672993,0.09577156460468586,0.5406588095909964,0.013376157210078954,143.0,1,0.5907190291065111,0.23896983271762162,-0.2722078165754,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.60228160255664,0.23768828956288537,3.801591578402358,0.07724557330626486,0.5287460837562559,0.010743735493637366,146.0,1,-1.106977676392873,-0.02053406961537408,-0.5229552658689219,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.7983504203079477,0.13578841288558582,5.071047644625972,0.06320842109549221,0.7015043344901086,0.008743948880416068,150.0,0,2.6458255673426074,-0.7709466279541005,-0.2722078165754,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9608181753171039,0.9149263727797274,4.142126274292657,0.08513498793769798,0.5761095059234504,0.011841038295232035,146.0,0,-1.017625218208695,-0.43177337471377747,-0.2722078165754,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.9641511803032148,0.965441852409956,4.900400551312915,0.045799785579826134,0.677897836579542,0.006335721995634156,150.0,0,-0.7495678436561605,0.07037494075605753,-0.5229552658689219,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.4561861025695263,0.6246538232507122,4.997531511029159,0.04077364175443172,0.6913344662523746,0.005640429439465537,150.0,1,-0.03474817818273565,1.7943403556179334,2.235266676359819,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9149263727797274,0.7656077043870683,5.737465573767818,0.0720380146177823,0.7979979938010562,0.010019439838599332,146.0,1,-0.8389203018403386,-0.005327471516880064,-0.0214603672818781,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.8112781244591328,0.8621745299412248,4.853938340072757,0.052757474183075935,0.6714704778049686,0.007298215163763764,150.0,1,-0.21345309455109185,0.8726882795613832,-0.2722078165754,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7601675029619656,0.5264795487695574,5.354982424056483,0.05525872784318847,0.7448001519651329,0.007685685149985937,146.0,1,0.5907190291065111,-0.6370624490434467,-1.442362579945169,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9906049558738163,0.8896800684323529,4.735202272475629,0.05945344361167935,0.6550451014494604,0.00822450336039633,150.0,1,-0.21345309455109185,-0.11772406615792279,-1.0244501644559658,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7638026659331062,0.3072683598607599,4.63482314250144,0.06839976464467809,0.6411591355299991,0.009462094371602794,150.0,1,-0.48151046910362616,-0.5312774187930536,0.22928708201164383,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.697268815792328,0.5546892893228762,4.391978040936439,0.047421178030248645,0.6075651125004435,0.006560017626752197,150.0,1,-1.017625218208695,-0.36598830902681423,1.2322768791857315,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8206501291977117,0.9566172292852868,5.364437802343784,0.06980532557667445,0.742090517417002,0.009656532908821087,150.0,1,-0.21345309455109185,0.9450849096389959,1.7337717777727755,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.4464049375696702,0.6246538232507122,4.6725841242412,0.05919516729853839,0.6463828080768576,0.008188774657796523,150.0,1,0.5907190291065111,2.329546493041016,1.2322768791857315,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9983373765218819,0.7118146702143195,5.317686840004461,0.057850479152018554,0.7427070389783255,0.008079821051372234,143.0,1,0.23330919636979866,-0.1887983833574057,-0.7737027151624438,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9418499821369986,0.9010891843657631,5.136835449718956,0.08097631419522966,0.7106051029433941,0.011201873731000287,150.0,1,-1.106977676392873,-0.8423515233731159,-0.6901202320646033,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.41611895125187043,0.24229218908241493,4.396566931792219,0.07787022928446466,0.6140566952939787,0.010875925784373464,143.0,0,0.7694239454748673,-0.5121038820601698,-0.7737027151624438,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.8885020591088226,0.48464773973144526,4.852219393344798,0.05408115699158184,0.6712326869844272,0.007481327075291736,150.0,1,-0.30280555273527,-0.6281368371160697,-0.2722078165754,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.7219280948873623,0.26476503393568085,4.254590227692576,0.07956503743264419,0.5885595433851891,0.01100664449327698,150.0,1,-0.6602153854719823,-0.6965665285592928,-1.2751976137494878,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0.9956068607005618,0.6172971637757392,4.249558010142026,0.07288250168595595,0.5935243540359665,0.0101793032664676,143.0,1,0.054604280001442455,-0.11607117506026039,1.2322768791857315,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5118645037875602,0.2043246709802797,4.329540171923498,0.06651976940641609,0.6225795158323101,0.009565414382545014,124.0,1,0.054604280001442455,-0.22152562709112109,0.22928708201164383,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.60228160255664,0.31135737042928324,4.550289009313476,0.10309720176114089,0.6355266450026592,0.014399309276908015,143.0,1,-0.48151046910362616,-0.18780664869880825,1.2322768791857315,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.684432807199574,0.3194539658094463,4.3037927687131585,0.049388728224954374,0.608153866621409,0.006978948023675559,135.0,0,1.4842436109482922,-0.42879817073798515,-0.7737027151624438,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9964625048848765,0.47215752724666754,4.02647315719998,0.08413877659477674,0.5623666917751775,0.01175143695146838,143.0,1,0.7694239454748673,0.018143582069925918,-0.10504285037971874,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9594423211075276,0.9340680553754911,4.785929958111323,0.06765745253178043,0.6620625254308349,0.009359406485147196,150.0,0,-1.106977676392873,0.9252502164670472,1.2322768791857315,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.9499011703918125,0.9956068607005618,4.47964911327619,0.08148204400564839,0.619693106864864,0.01127183395992173,150.0,1,-0.3921580109194481,0.3447548629680148,1.2322768791857315,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.4126626559236273,0.10627369308465989,4.6269505472663095,0.10004337310544754,0.6400700785800053,0.013839518929556231,150.0,0,2.288415734605895,-0.46879813530141506,-0.7737027151624438,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9169567260822411,0.9628362283917511,5.3693767180149665,0.0556475582271768,0.7427737432499693,0.00769801548631171,150.0,0,-0.8389203018403386,0.10541623202650027,0.22928708201164383,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.9097361225311661,0.7490593447969769,3.9045240387566205,0.11025483344327563,0.5768938686351912,0.016290164119741154,109.0,0,-0.21345309455109185,-0.1980545735043151,0.7307819805986877,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.6887498056988564,0.2691558696542066,4.197759015708831,0.08234596548482113,0.5838472109203636,0.011453125846181774,146.0,1,-0.30280555273527,-0.22648430038410824,-0.0214603672818781,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0.7709729679004811,0.2735138277070637,4.465468701713482,0.04955983378278611,0.6309997258617857,0.007003126350139689,135.0,1,1.2161862363957578,-0.7167317999507741,-0.7737027151624438,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.7414827399312736,0.26476503393568085,3.392277005736209,0.13562816652773185,0.47181638132553194,0.01886390487236856,146.0,1,1.7523009855008265,1.137812011626431,0.22928708201164383,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.7239235920856688,0.5574381850279891,4.976838049152031,0.057669211819689294,0.6951016037938158,0.008054503929904127,143.0,0,-0.48151046910362616,-0.8304507074699466,-1.0244501644559658,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9962572968375276,0.8371268093994261,6.197469013354858,0.03642426975114447,0.8573280474585709,0.005038758241237032,150.0,0,-0.8389203018403386,-0.9325993773054826,-0.7737027151624438,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.9909324035683699,0.7950402793845223,4.176090401071849,0.04298755147597124,0.5832633303925956,0.006003955860932221,143.0,0,-1.106977676392873,-0.9352440030617424,-1.442362579945169,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9770225785327741,0.8221855039190835,4.411283229648106,0.054695476455158355,0.6102356994300963,0.007566309074409275,150.0,0,-1.106977676392873,-0.06483155103272621,0.22928708201164383,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.9759723949639902,1.0,4.6315893696952495,0.07544824861652027,0.6407117909575809,0.010437147734209493,150.0,1,0.054604280001442455,1.0948368430872089,0.7307819805986877,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7077052118041788,0.052915080344847695,3.8507503844582054,0.08226150353692838,0.5326942823342623,0.011379660641521162,150.0,0,1.7523009855008265,-0.6040046270901989,0.22928708201164383,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.9467554496831931,0.6461380758647464,5.652022641105974,0.042392317338540354,0.7894028223765712,0.005920821107605954,143.0,1,-0.7495678436561605,-0.20169093391917237,1.2322768791857315,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.7056366064601749,0.16866093149667033,4.283648037132832,0.055874083173834715,0.5925792609468512,0.007729351857627229,150.0,1,0.7694239454748673,-0.5375584049641706,-0.7737027151624438,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
