entropy_1,entropy_2,mean_entropy_3,std_entropy_3,mean_entropy_3_scaled,std_entropy_3_scaled,n_bins,S,Age,Credit amount,Duration,Job_0,Job_1,Job_2,Job_3,Housing_free,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_little,Checking account_moderate,Checking account_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others
0.8428959163008507,0.9888799605926126,4.62959805151676,0.021647276037693213,0.9344801379409271,0.004369482895198964,31.0,1,-0.5714635006463117,1.4348991779120275,1.3465830153486362,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.9219189385491551,0.9667082895772556,3.3718540127440044,0.01157510447134878,0.9405548906203951,0.0032287937374575774,12.0,1,-1.261415354587746,-0.8542998125746444,-0.7378429886541339,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.9899325174518772,0.8159984789708665,3.7392264176775165,0.020185059557773714,0.9348066044193791,0.005046264889443429,16.0,1,-0.5714635006463117,-0.3069574975560266,0.3043700133472512,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9285950940151022,0.9451452706123662,4.103984414875181,0.013206633931243689,0.9495725807493193,0.003055727360866207,20.0,0,-1.3476593363304252,-0.4194093777904596,-0.21673648765344133,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.9759723949639902,0.8738324077507427,3.4542080970042726,0.02200746907670595,0.9635269814703553,0.0061388282505825025,12.0,1,-0.05399961019023594,-0.15587418907779177,-0.4772897381537876,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9587452303135015,0.8999784480561684,3.01502435160186,0.01406763140293727,0.9511342855840524,0.0044378436071946595,9.0,1,-1.0889273911023873,-0.6469905639791931,-0.4772897381537876,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8908512966034441,0.9608181753171039,3.3478015473120557,0.026830331236788435,0.9338456250626355,0.007484131627985298,12.0,1,-0.3989755371609531,0.5115697939463089,1.3465830153486362,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9679505356936393,0.9076140601356765,4.137718015055718,0.018908024613498123,0.9573778008825373,0.004374904949451932,20.0,1,0.03224437155244334,-0.5410410033501525,-0.4772897381537876,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.9800302358597729,0.8356661472318525,4.074376756222624,0.02434206290356969,0.9427220135944463,0.005632223019250435,20.0,1,1.6708800246633497,1.4291618370837402,0.3043700133472512,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.9972253609153698,0.8267463724926178,3.0053252685624305,0.02340957932787829,0.9480745655480843,0.0073849000582748734,9.0,1,0.7221962254938776,-0.6339859247684083,-0.4772897381537876,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.994149171480893,0.8527113370324145,4.1004828396148785,0.022682193962246106,0.9487623925223458,0.005248165509527577,20.0,0,-0.14024359193291522,-0.625188668831701,-0.9983962391544802,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.8999784480561683,0.9697686402763742,4.336192737617127,0.029704366450151985,0.9457422469507877,0.0064786498134891774,24.0,0,-1.0889273911023873,-0.7403179747860014,-0.7378429886541339,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.9994343896240241,0.8048764985440612,3.429014451306414,0.019712318337513957,0.9564993917277039,0.005498612142678943,12.0,1,1.6708800246633497,-0.6588477350243204,-0.7378429886541339,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.9491240519851774,0.8931734583778567,3.3189989856597117,0.02403602192460887,0.9258113536730322,0.006704678757385539,12.0,1,1.8433679881487084,4.277177824245605,1.3465830153486362,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.9849900098451575,0.8750927867718319,3.4218519748069376,0.02515826331415912,0.9545014694347829,0.007017720076318326,12.0,1,1.0671721524645947,-0.706658908593382,-0.9983962391544802,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
