mean_prediction,std_prediction,entropy,S,mean_prediction_05,std_prediction_05,entropy_five,priors_count,sex_Female,sex_Male,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,c_charge_degree_F,c_charge_degree_M
0.555,0.4969657935914704,0.9912540071703689,1,0.4969657935914704,0.0,0.9999734357570977,-0.5368266925707568,False,True,False,False,True,True,False
0.553,0.4971830648765101,0.9918796925533511,0,0.4971830648765101,0.0,0.9999771039522616,-0.7338780825023853,False,True,True,False,False,True,False
0.575,0.49434299833212975,0.9837082626231857,1,0.49434299833212975,0.0,0.9999076607348608,1.2366358168139007,False,True,False,True,False,True,False
0.571,0.49493332884339086,0.9854054682825988,1,0.49493332884339086,0.0,0.9999259274316159,-0.5368266925707568,False,True,False,False,True,True,False
0.563,0.49601512073726134,0.9885173903891562,1,0.49601512073726134,0.0,0.9999541816477397,-0.7338780825023853,False,True,True,False,False,True,False
0.565,0.4957569969249047,0.987774655315947,1,0.4957569969249047,0.0,0.9999480534822034,-0.1427239127074995,False,True,False,False,True,True,False
0.568,0.49535441857320706,0.9866165198488093,0,0.49535441857320706,0.0,0.999937728269221,0.05432747722412909,True,False,True,False,False,False,True
0.556,0.4968541033341679,0.9909324035683699,0,0.4968541033341679,0.0,0.9999714440701579,-0.1427239127074995,False,True,True,False,False,False,True
0.571,0.4949333288433908,0.9854054682825988,1,0.4949333288433908,0.0,0.999925927431616,0.2513788671557577,False,True,True,False,False,True,False
0.578,0.4938785275753543,0.9823733825422627,1,0.4938785275753543,0.0,0.9998918747363488,-0.5368266925707568,False,True,True,False,False,True,False
0.613,0.4870636508712183,0.9628362283917512,0,0.4870636508712183,0.0,0.9995170785975505,-0.1427239127074995,False,True,False,True,False,True,False
0.602,0.4894854441145313,0.9697686402763742,1,0.4894854441145313,0.0,0.999680979629107,1.039584426882272,False,True,True,False,False,True,False
0.567,0.495490665906029,0.9870084402431715,1,0.495490665906029,0.0,0.9999413274115496,0.4484302570873863,False,True,True,False,False,False,True
0.543,0.4981475684975286,0.9946583178227808,1,0.4981475684975286,0.0,0.9999900987541527,-0.1427239127074995,False,True,False,True,False,False,True
0.568,0.49535441857320706,0.9866165198488093,1,0.49535441857320706,0.0,0.999937728269221,-0.7338780825023853,False,True,True,False,False,False,True
0.536,0.4987023160162784,0.9962572968375276,1,0.4987023160162784,0.0,0.9999951410446168,-0.7338780825023853,False,True,True,False,False,False,True
0.564,0.4958870839213298,0.9881489563064276,1,0.4958870839213298,0.0,0.9999511899639242,1.4336872067455293,False,True,False,True,False,True,False
0.586,0.4925484747717731,0.9785531675659291,1,0.4925484747717731,0.0,0.9998397821261222,-0.5368266925707568,True,False,True,False,False,True,False
0.589,0.49201524366629135,0.9770225785327741,1,0.49201524366629135,0.0,0.9998160302871115,-0.7338780825023853,True,False,False,False,True,False,True
0.593,0.4912748721438947,0.9748983373999445,0,0.4912748721438947,0.0,0.9997803302895982,-0.7338780825023853,False,True,False,True,False,True,False
0.595,0.4908920451586072,0.9738003694382253,0,0.4908920451586072,0.0,0.9997606296844336,-0.7338780825023853,False,True,True,False,False,True,False
0.554,0.4970754469896899,0.9915697693063807,1,0.4970754469896899,0.0,0.9999753210881615,-0.7338780825023853,False,True,True,False,False,True,False
0.577,0.49403542383112575,0.982824252303905,1,0.49403542383112575,0.0,0.9998973464404215,-0.7338780825023853,False,True,True,False,False,False,True
0.602,0.4894854441145313,0.9697686402763742,1,0.4894854441145313,0.0,0.999680979629107,-0.5368266925707568,False,True,True,False,False,True,False
0.559,0.49650679753654936,0.9899325174518772,0,0.49650679753654936,0.0,0.9999647908465574,2.2218927664720436,False,True,False,True,False,True,False
0.572,0.494788843851597,0.9849900098451575,1,0.494788843851597,0.0,0.9999216425001107,0.05432747722412909,False,True,True,False,False,True,False
0.6,0.48989794855663565,0.9709505944546686,1,0.48989794855663565,0.0,0.9997055217409558,-0.33977530263912814,False,True,False,True,False,True,False
0.592,0.49146312170904544,0.9754383526853785,1,0.49146312170904544,0.0,0.999789707484235,-0.7338780825023853,False,True,True,False,False,True,False
0.554,0.4970754469896899,0.9915697693063807,1,0.4970754469896899,0.0,0.9999753210881615,-0.5368266925707568,False,True,False,False,True,True,False
0.571,0.49493332884339086,0.9854054682825988,1,0.49493332884339086,0.0,0.9999259274316159,-0.5368266925707568,False,True,True,False,False,True,False
0.558,0.4966246067202068,0.9902716614103877,1,0.4966246067202068,0.0,0.9999671256937854,-0.33977530263912814,False,True,True,False,False,True,False
