entropy_1,entropy_2,mean_entropy_3,std_entropy_3,mean_entropy_3_scaled,std_entropy_3_scaled,n_bins,S,Age,Credit amount,Duration,Job_0,Job_1,Job_2,Job_3,Housing_free,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_little,Checking account_moderate,Checking account_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others
0.0,0.9149263727797274,3.448481732435975,0.037954431251352075,0.8621204331089938,0.009488607812838019,16.0,0,-1.017625218208695,-0.07937699269215527,-0.2722078165754,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0,0.9634967421655786,4.057520824432353,0.03226146661553537,0.8849627066293687,0.007036364334596207,24.0,1,-0.03474817818273565,0.3140110885514943,-0.2722078165754,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0.0,0.972108503637691,4.280052059043642,0.030464484814588168,0.900137396961805,0.006406983298916518,27.0,1,-0.30280555273527,-0.3653271525877493,0.22928708201164383,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0.0,0.8175566363115494,3.660525131547987,0.03535624273317446,0.8469657641639655,0.008180664267644626,20.0,1,-1.106977676392873,-0.7051615622671373,-0.7737027151624438,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0,0.6756821861637249,4.520336837407622,0.02913324163171346,0.9124258616741466,0.005880518212536978,31.0,1,-0.03474817818273565,1.2637623132683053,0.9815294298922096,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,0.9964625048848764,4.286328810249965,0.03977922456170887,0.8651915551394943,0.008029400142725157,31.0,1,2.5564731091584294,-0.345823037635333,0.22928708201164383,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0,0.7414827399312736,3.6026120031238458,0.03312250907815832,0.8335659279906962,0.00766382696587218,20.0,1,0.5013665709223329,-0.4344180004700373,-1.2751976137494878,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.0,0.8554508105601307,3.5480301592590364,0.04360405325049044,0.8209368784862914,0.010089027927621461,20.0,1,-1.3750350509454072,-0.9405332545742621,-0.7737027151624438,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0,0.9475511987417433,4.549576857032764,0.025849818480910166,0.8869810540777141,0.005039655327170158,35.0,1,-0.8389203018403386,0.04855677826691395,-1.0244501644559658,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,0.6951533369561016,3.9567532812086013,0.03069061917142309,0.9155065041200604,0.007101140624650523,20.0,1,-0.7495678436561605,1.7133486918324763,0.48003453130516577,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,0.7259101060407925,3.4299518161940434,0.03403983361702959,0.8574879540485109,0.008509958404257398,16.0,1,-0.6602153854719823,-0.9739216547470424,-1.2751976137494878,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0,0.8048764985440612,3.0097566779188267,0.02130118277405114,0.8395503934318367,0.005941814668846929,12.0,1,-0.12410063636691375,0.17682112744551565,1.7337717777727755,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0,0.9418499821369986,4.60781391507149,0.0363348303076548,0.8983348939509156,0.007083802977457075,35.0,0,-0.6602153854719823,-0.6790458829240714,0.22928708201164383,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.42297549123463085,2.801981377741296,0.02313773682568904,0.8839267100850645,0.007299143296816593,9.0,1,0.054604280001442455,1.2783077549277344,3.238256473533907,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,0.4297586093037604,4.589079187130112,0.035249624543979605,0.8946823897160187,0.006872232323217482,35.0,1,0.5907190291065111,0.9447543314194634,3.238256473533907,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.0,0.9660780975952254,3.9940490968578204,0.021001236106915466,0.8711192504256268,0.004580459731919785,24.0,1,0.5907190291065111,0.23896983271762162,-0.2722078165754,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.0,0.9980485963165613,3.978931806404205,0.04350956353298435,0.8678221044945011,0.00948962254896107,24.0,1,-1.106977676392873,-0.02053406961537408,-0.5229552658689219,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,0.8175566363115494,3.2683826423754403,0.04243557574062749,0.8170956605938601,0.010608893935156873,16.0,0,2.6458255673426074,-0.7709466279541005,-0.2722078165754,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.9679505356936393,4.225908060461484,0.022881448934320554,0.8887503770675333,0.004812195645829562,27.0,0,-1.017625218208695,-0.43177337471377747,-0.2722078165754,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.0,0.9189610585062931,4.162918389373707,0.042189937040025716,0.8755030245152138,0.008872962193286232,27.0,0,-0.7495678436561605,0.07037494075605753,-0.5229552658689219,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.0,0.46581762974620744,4.192945846885353,0.025274374092941823,0.914499485268605,0.005512449466918532,24.0,1,-0.03474817818273565,1.7943403556179334,2.235266676359819,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,0.972108503637691,3.99008796644574,0.020229551903385667,0.8702553108816374,0.004412152095072489,24.0,1,-0.8389203018403386,-0.005327471516880064,-0.0214603672818781,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
