entropy_1,entropy_2,mean_entropy_3,std_entropy_3,mean_entropy_3_scaled,std_entropy_3_scaled,n_bins,S,Age,Credit amount,Duration,Job_0,Job_1,Job_2,Job_3,Housing_free,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_little,Checking account_moderate,Checking account_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others
0.0,0.7933733558484901,3.9276055015613642,0.03128707847435952,0.8566276171165198,0.006823846098945948,24.0,0,-1.017625218208695,-0.07937699269215527,-0.2722078165754,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0,0.8457365854914223,3.0750083060557207,0.024978335545917205,0.8577518747928737,0.006967530494640461,12.0,1,-0.03474817818273565,0.3140110885514943,-0.2722078165754,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0.0,0.7916985001248851,3.7011499425395016,0.03404593566126328,0.856365460341135,0.007877487758655216,20.0,1,-0.30280555273527,-0.3653271525877493,0.22928708201164383,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0.0,0.7745085286615678,3.061244603638739,0.04339835237141269,0.8539125870976152,0.012105664246887545,12.0,1,-1.106977676392873,-0.7051615622671373,-0.7737027151624438,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0,0.8661236813986259,3.0067976035787556,0.034789312309035175,0.8387249805190162,0.009704233252659369,12.0,1,-0.03474817818273565,1.2637623132683053,0.9815294298922096,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,0.8634979738266906,3.601055177730552,0.04164784437102097,0.8332057125129942,0.00963640381252255,20.0,1,2.5564731091584294,-0.345823037635333,0.22928708201164383,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0,0.7832044302828898,3.0165798252321285,0.04306510671815188,0.8414536622420202,0.012012707722741564,12.0,1,0.5013665709223329,-0.4344180004700373,-1.2751976137494878,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.0,0.7727448592131423,4.031971058337051,0.03911650172967451,0.879390192984757,0.008531476914701486,24.0,1,-1.3750350509454072,-0.9405332545742621,-0.7737027151624438,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0,0.7966992933903274,3.056550043086039,0.03868669624900402,0.8526030725485075,0.01079138100920769,12.0,1,-0.8389203018403386,0.04855677826691395,-1.0244501644559658,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,0.8341980958607491,2.5964661542277385,0.03554648617305928,0.8190938754217685,0.011213667880749753,9.0,1,-0.7495678436561605,1.7133486918324763,0.48003453130516577,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,0.7814814932386424,2.6194975567080614,0.03521084637256053,0.826359473967426,0.011107785312441044,9.0,1,-0.6602153854719823,-0.9739216547470424,-1.2751976137494878,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0,0.8443198937773437,2.9538356363189857,0.04862072301897889,0.8239516133640974,0.01356240769860166,12.0,1,-0.12410063636691375,0.17682112744551565,1.7337717777727755,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0,0.8499431123430718,4.310247861247772,0.02498399677501863,0.8700195937353122,0.005042996928207633,31.0,0,-0.6602153854719823,-0.6790458829240714,0.22928708201164383,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.8750927867718321,3.283228799957103,0.04729077568511866,0.8208071999892758,0.011822693921279666,16.0,1,0.054604280001442455,1.2783077549277344,3.238256473533907,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0,0.8931734583778568,3.8162507908620293,0.01979041639687496,0.8829972889591741,0.004579071183596519,20.0,1,0.5907190291065111,0.9447543314194634,3.238256473533907,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.0,0.832722637493494,2.767912093351783,0.02572899342635188,0.8731790474829486,0.008116593741064897,9.0,1,0.5907190291065111,0.23896983271762162,-0.2722078165754,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.0,0.7950402793845223,3.1127197068920784,0.03006897887284972,0.8682712040267978,0.008387529539514278,12.0,1,-1.106977676392873,-0.02053406961537408,-0.5229552658689219,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,0.8267463724926178,3.4898149436742045,0.02191087779744047,0.8724537359185511,0.0054777194493601175,16.0,0,2.6458255673426074,-0.7709466279541005,-0.2722078165754,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.8064885192927098,3.6415073819033,0.022571211405134683,0.8425654712328582,0.005222486563771239,20.0,0,-1.017625218208695,-0.43177337471377747,-0.2722078165754,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.0,0.8371268093994261,4.056701550762318,0.032047354495073184,0.8847840195256234,0.006989665562157271,24.0,0,-0.7495678436561605,0.07037494075605753,-0.5229552658689219,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.0,0.8428959163008507,3.737216100258253,0.03017919492870413,0.8647103834696379,0.006982808197203618,20.0,1,-0.03474817818273565,1.7943403556179334,2.235266676359819,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,0.7727448592131423,2.738791047350338,0.024597422920330212,0.8639923802942311,0.007759622990808436,9.0,1,-0.8389203018403386,-0.005327471516880064,-0.0214603672818781,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,0.8206501291977117,3.499327078752496,0.024396292566928376,0.874831769688124,0.006099073141732094,16.0,1,-0.21345309455109185,0.8726882795613832,-0.2722078165754,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.7780113035465376,4.212668482648237,0.027903180919944603,0.8859659625451659,0.005868315687226827,27.0,1,0.5907190291065111,-0.6370624490434467,-1.442362579945169,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.7414827399312736,4.389463996744112,0.03425874494115278,0.8860092983278124,0.0069150963738208275,31.0,1,-0.21345309455109185,-0.11772406615792279,-1.0244501644559658,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
