entropy_1,entropy_2,mean_entropy_3,std_entropy_3,mean_entropy_3_scaled,std_entropy_3_scaled,n_bins,S,priors_count,sex_Female,sex_Male,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,c_charge_degree_F,c_charge_degree_M
0.7158873656827774,0.9994343896240241,3.126151918428045,0.029481850120545623,0.7815379796070112,0.007370462530136406,16.0,1,1.0563664366132597,0,1,1,0,0,1,0
0.7199235808145242,0.9999884584088952,4.263336784656001,0.0457868295932153,0.8123848459672196,0.008724745049531146,38.0,0,-0.5443072203455928,1,0,0,1,0,1,0
0.6972688157923281,0.9989581233509567,3.5893648533570484,0.04096131210178597,0.7828558800191904,0.00893383797475842,24.0,1,0.8562822294934033,0,1,1,0,0,0,1
0.7471781328795917,0.9988455359952018,4.2529660717934945,0.03699193112543117,0.8104086919833964,0.00704886472434483,38.0,0,-0.7443914274654493,0,1,1,0,0,0,1
0.7433898602242521,0.9998961234639353,4.079232357450168,0.04167957615102662,0.8233893253074621,0.008412984375213803,31.0,1,-0.1441388061058796,0,1,1,0,0,1,0
0.7490593447969769,0.9999278640456615,4.196412115940055,0.04340730388122306,0.8181284015869075,0.008462645507729594,35.0,0,0.6561980223735466,1,0,1,0,0,1,0
0.723923592085669,0.9909324035683699,3.9993196449087165,0.046376000956639504,0.779703446212008,0.00904141978585172,35.0,1,-0.5443072203455928,1,0,0,1,0,1,0
0.7278876700230903,0.9990649315776107,3.83711087146792,0.026985542407006513,0.8069824721872052,0.00567532720694823,27.0,1,1.456534850852973,0,1,1,0,0,0,1
0.7395669234392042,0.9995844639313985,3.8639971853484547,0.030794447247767177,0.8126369306509019,0.006476377671134338,27.0,1,-0.7443914274654493,0,1,1,0,0,1,0
0.7357090792864718,0.9986030202378096,3.923951574928168,0.04523451286006799,0.7920460411916429,0.009130545102790993,31.0,0,-0.5443072203455928,0,1,1,0,0,1,0
0.6778845244622075,0.9958294764724046,3.9492764646585607,0.03215806753331162,0.7971578470515149,0.006491076557844423,31.0,0,-0.3442230132257362,0,1,0,0,1,1,0
0.6800770457282798,0.9951442089848421,3.4483067052062957,0.04758107937026927,0.797863043877449,0.01100922512490558,20.0,1,-0.7443914274654493,0,1,1,0,0,1,0
0.7077052118041789,0.9933418121880535,3.663431568404728,0.04375401491670559,0.7704559922264976,0.00920190328305298,27.0,0,-0.7443914274654493,1,0,1,0,0,1,0
0.7452883145630642,0.9988455359952018,3.509761448898362,0.03497932478069219,0.8120823326631104,0.008093453665291427,20.0,1,-0.1441388061058796,0,1,0,1,0,0,1
0.7158873656827774,0.9997114417528099,3.486346617494862,0.04358685241932717,0.8066646508115316,0.010085048030042034,20.0,0,-0.5443072203455928,0,1,0,1,0,1,0
0.7199235808145242,0.9994343896240241,2.7846520001016297,0.0331599609204498,0.7767590315216589,0.009249737176826606,12.0,0,-0.5443072203455928,0,1,1,0,0,1,0
0.6930283686032681,0.9997114417528099,3.3104206517501935,0.029065290463189557,0.7659592152091251,0.006725074972342203,20.0,0,0.2560296081338335,0,1,1,0,0,1,0
0.7014714598838974,0.9936167534536142,3.778079518789329,0.04074163484149967,0.794567593254374,0.008568369876881901,27.0,0,-0.1441388061058796,0,1,0,1,0,1,0
0.6800770457282798,0.9953784388202257,3.7578032561032897,0.04496385171362256,0.790303294114423,0.009456343960433137,27.0,1,-0.3442230132257362,1,0,0,0,1,1,0
0.7097645542842425,0.9975720245861465,3.707586132134499,0.03667568049065217,0.8086404483245703,0.007999123326501266,24.0,0,-0.3442230132257362,0,1,0,0,1,1,0
0.7077052118041789,0.9927744539878083,3.2221249887072494,0.0376498198774166,0.7455295224644927,0.008711348049023415,20.0,1,0.4561138152536901,0,1,1,0,0,1,0
0.7546516338427502,0.9997662707810439,3.3548371653613467,0.034727526604752146,0.7762362287632598,0.008035193053265553,20.0,0,-0.7443914274654493,0,1,1,0,0,1,0
0.6951533369561016,0.9974015885677396,3.4953074795766907,0.04491363643567182,0.8087379990683962,0.010392036944992794,20.0,1,-0.7443914274654493,0,1,1,0,0,0,1
0.6667737919919464,0.9984730898903078,4.395897109346155,0.020076386934721146,0.8152148259626874,0.003723146350753122,42.0,0,3.257292714931682,0,1,0,1,0,1,0
0.7158873656827774,0.9999740313334506,3.36065253615451,0.04708658541215794,0.7775817788662434,0.010894809996459474,20.0,1,-0.7443914274654493,0,1,0,0,1,1,0
0.6800770457282798,0.9956068607005618,3.7906653008428703,0.047986636332230034,0.7972145080442223,0.01009206554527232,27.0,1,-0.7443914274654493,0,1,0,0,1,1,0
0.7583373241205442,0.9995844639313985,3.1500225298994464,0.03624965782530696,0.7875056324748616,0.00906241445632674,16.0,1,-0.7443914274654493,0,1,1,0,0,1,0
0.6844328071995737,0.9956068607005618,3.553842113879437,0.033779206265156805,0.8222816381613253,0.007815772387586933,20.0,0,-0.7443914274654493,0,1,0,0,1,1,0
0.7035587015314072,0.997895527159741,3.077808159542562,0.03669057325434045,0.7694520398856405,0.009172643313585112,16.0,0,-0.7443914274654493,0,1,1,0,0,1,0
0.7199235808145242,0.9964625048848764,3.7155631611269286,0.03252003923922246,0.8103802725851124,0.00709276013361232,24.0,1,-0.7443914274654493,0,1,0,1,0,1,0
0.7259101060407926,0.9968555249870342,3.6303957427773157,0.051652129994885894,0.7918048931057344,0.011265551242079211,24.0,0,-0.7443914274654493,0,1,1,0,0,0,1
0.7357090792864718,0.9996508396313202,4.434006160192389,0.026851974113200092,0.8222821122254086,0.004979672376067717,42.0,0,2.256871679332399,0,1,1,0,0,1,0
0.7259101060407926,0.9999740313334506,3.8121588199383916,0.030296326575244694,0.8017348082796627,0.0063716179534131796,27.0,0,-0.7443914274654493,0,1,1,0,0,0,1
0.7138555955076475,0.9902716614103877,4.106442550891139,0.032606891286008674,0.8005880231847613,0.0063570076321172635,35.0,1,-0.1441388061058796,0,1,0,1,0,1,0
0.7118146702143198,0.9989581233509567,3.1516702217190593,0.028436073819982307,0.7879175554297648,0.007109018454995577,16.0,0,-0.5443072203455928,1,0,1,0,0,1,0
0.7035587015314072,0.9983373765218819,4.312897944931343,0.03346069879409572,0.8218287950591959,0.0063759834160017756,38.0,0,-0.5443072203455928,1,0,1,0,0,1,0
0.6887498056988562,0.9964625048848764,4.178789986563812,0.044614585459339814,0.8146928084800292,0.008698015943349645,35.0,1,-0.1441388061058796,1,0,1,0,0,1,0
0.7219280948873623,0.9960462879344312,4.003112791881924,0.034710560019489974,0.8080246605264861,0.007006294834687212,31.0,1,-0.5443072203455928,1,0,1,0,0,0,1
0.7158873656827774,0.9995844639313985,2.729801762889288,0.054674083871307906,0.7614589447839852,0.01525095000583954,12.0,0,-0.1441388061058796,0,1,0,1,0,1,0
0.6645217109262895,0.9962572968375276,3.544917025224213,0.029009721648465606,0.8202165670959871,0.006712217559283957,20.0,0,-0.5443072203455928,1,0,1,0,0,1,0
0.7452883145630642,0.9984730898903078,3.8352489119841997,0.03461670352783487,0.8364842485365942,0.007550051613811492,24.0,0,-0.1441388061058796,0,1,0,1,0,1,0
0.6930283686032681,0.9997662707810439,4.073414567221831,0.06098227864905792,0.7941489197934691,0.01188904539827468,35.0,1,-0.5443072203455928,0,1,0,0,1,0,1
0.723923592085669,0.9999971146079947,3.4247401444406007,0.02295369683796255,0.7469505244376444,0.00500629979729435,24.0,0,0.055945401013976964,0,1,1,0,0,1,0
0.7546516338427502,0.9984730898903078,4.257382475843353,0.03847959888488488,0.8300151233181665,0.007501944961462395,35.0,0,1.456534850852973,0,1,1,0,0,0,1
0.7097645542842425,0.9924820324406043,4.22427219077946,0.03146378315873048,0.8049410324281665,0.005995468321185823,38.0,1,-0.7443914274654493,1,0,1,0,0,1,0
0.7395669234392042,0.9991659615315873,4.001681920466644,0.04317502632654633,0.8077358404382954,0.008714839627171496,31.0,1,0.4561138152536901,0,1,0,1,0,1,0
0.7056366064601749,0.9953784388202257,3.0749423797118562,0.05482028492354193,0.7687355949279641,0.013705071230885482,16.0,1,-0.3442230132257362,0,1,0,0,1,1,0
0.7471781328795917,0.9949041692998883,4.036114445830156,0.031940364188244016,0.8488348975646067,0.0067173753687571405,27.0,1,-0.7443914274654493,1,0,1,0,0,1,0
0.7138555955076475,0.9988455359952018,3.928685576652054,0.03912086498578961,0.8262415409122731,0.008227505901662172,27.0,1,0.2560296081338335,0,1,0,0,1,1,0
0.6461380758647463,0.9962572968375276,3.474236793767055,0.037945689593264754,0.7577459560946467,0.00827611776264174,24.0,1,1.6566190579728293,0,1,0,1,0,1,0
0.6690158350565576,0.9994343896240241,4.653097936512698,0.052897252377686665,0.8244536678562018,0.009372537250953238,50.0,1,4.657882164770678,0,1,1,0,0,1,0
0.6951533369561016,0.9944066525627802,4.095489958770708,0.03531103940736586,0.7984527165377603,0.006884205704912977,35.0,1,-0.7443914274654493,0,1,0,1,0,0,1
0.7564987103663676,0.999953833266239,3.7966838678830284,0.02513206397624047,0.7984802723840557,0.005285522310423857,27.0,1,-0.3442230132257362,0,1,0,0,1,1,0
0.7452883145630642,0.9999740313334506,4.216388520190248,0.03771115529895007,0.8220229818204798,0.007352129951567978,35.0,1,0.2560296081338335,0,1,1,0,0,1,0
0.686596131181084,0.9944066525627802,3.3903798753517314,0.03972012234892143,0.7844600374916907,0.009190370935580451,20.0,1,-0.5443072203455928,0,1,0,0,1,1,0
0.7077052118041789,0.9975720245861465,4.112809864764651,0.034856618401167536,0.8018293884696319,0.006795612230016567,35.0,1,-0.1441388061058796,1,0,1,0,0,0,1
0.7158873656827774,1.0,4.4246445977041144,0.04869140013312931,0.8431222775790115,0.009278215068404969,38.0,0,-0.1441388061058796,0,1,0,0,1,1,0
0.7298563169471574,0.9983373765218819,3.9205879639969297,0.03510711401061178,0.7913670993975549,0.007086338895575634,31.0,0,-0.5443072203455928,0,1,0,1,0,1,0
0.7199235808145242,0.9986030202378096,3.3547141468056845,0.04353090161869814,0.7762077649496654,0.01007210223376766,20.0,0,-0.5443072203455928,0,1,0,1,0,1,0
0.7097645542842425,0.9966619137320386,4.630191990521435,0.03002356951411609,0.8382619815541441,0.005435544989441621,46.0,1,-0.3442230132257362,1,0,1,0,0,1,0
0.7199235808145242,0.9983373765218819,3.614847017848684,0.017778028086638177,0.7884136494638974,0.0038774642287351187,24.0,1,-0.5443072203455928,0,1,0,0,1,1,0
0.6822597925960409,0.9944066525627802,3.828695264364993,0.04834402349382896,0.8052125865486703,0.010167227609871396,27.0,1,-0.7443914274654493,1,0,0,0,1,1,0
0.7035587015314072,0.9888799605926126,3.0899287843901826,0.03600003322314095,0.7724821960975456,0.009000008305785238,16.0,1,-0.7443914274654493,1,0,1,0,0,1,0
0.6930283686032681,0.9949041692998883,4.07590269016185,0.036115546962097345,0.7946340018082068,0.007041051710889608,35.0,0,-0.7443914274654493,0,1,1,0,0,1,0
0.6778845244622075,0.9888799605926126,3.3892463514813103,0.030273874292705682,0.7841977647639786,0.007004714939269415,20.0,0,-0.5443072203455928,1,0,0,1,0,0,1
0.7118146702143198,0.9984730898903078,3.8469443270613413,0.02933368830937967,0.8090505454253096,0.006169165578792947,27.0,0,-0.1441388061058796,0,1,0,0,1,0,1
0.7745085286615678,0.9994343896240241,3.2028105079432265,0.04933796319861346,0.8007026269858066,0.012334490799653364,16.0,0,-0.7443914274654493,0,1,1,0,0,1,0
0.7337669895308356,0.9992612140227841,3.573999984469978,0.03002913980242139,0.7795047361691253,0.0065494842755416584,24.0,1,0.8562822294934033,0,1,1,0,0,0,1
0.7546516338427502,0.9999884584088952,3.6250603360217113,0.019738710882628335,0.7906412179928486,0.004305097561762738,24.0,1,-0.3442230132257362,0,1,1,0,0,1,0
0.7583373241205442,0.9987271686073539,3.309776191799031,0.03818636841895725,0.7658101012171723,0.008835493691838581,20.0,1,3.057208507811825,0,1,1,0,0,1,0
0.6800770457282798,0.9966619137320386,3.506655771545246,0.03979321466767922,0.8113637465864956,0.009207282905690336,20.0,1,1.0563664366132597,0,1,1,0,0,1,0
0.6887498056988562,0.9992612140227841,4.25177241097999,0.039436746576457266,0.810181238229425,0.007514727761660651,38.0,0,-0.7443914274654493,0,1,0,0,1,1,0
0.6951533369561016,0.9996508396313202,3.5500353900007084,0.03987741034797372,0.8214008451922726,0.00922676395175264,20.0,0,-0.3442230132257362,0,1,1,0,0,1,0
0.6972688157923281,0.9949041692998883,3.700134481406085,0.0637694233518885,0.807015211318326,0.013908384930489258,24.0,1,-0.5443072203455928,0,1,1,0,0,1,0
0.7259101060407926,0.9997114417528099,3.6438929706544863,0.028247035343210918,0.7947486964356519,0.0061607996442213115,24.0,1,0.8562822294934033,0,1,0,1,0,1,0
0.6951533369561016,0.9938858724897721,3.7777596435398557,0.03980943585307669,0.7945003203169326,0.00837231918420015,27.0,1,-0.5443072203455928,1,0,1,0,0,1,0
0.7014714598838974,0.9968555249870342,3.49422788099524,0.04688051629018918,0.8084882034776901,0.010847130091230934,20.0,1,0.8562822294934033,1,0,1,0,0,1,0
0.7097645542842425,0.9977366703420345,4.610492540460415,0.04251653352130407,0.855011339092227,0.007884649620532645,42.0,1,-0.5443072203455928,0,1,1,0,0,1,0
0.6972688157923281,0.9987271686073539,3.3480419259151377,0.03750804661844046,0.7746639584022035,0.008678544805687692,20.0,1,0.055945401013976964,0,1,0,1,0,0,1
0.7118146702143198,0.9995123141215677,3.2001338741276775,0.04331749982685158,0.7404412576676798,0.010022725708485104,20.0,1,0.4561138152536901,0,1,1,0,0,1,0
0.6930283686032681,0.9938858724897721,3.860012861198863,0.052130530884338985,0.811798987766285,0.010963567668135075,27.0,1,-0.7443914274654493,0,1,0,0,1,1,0
