mean_prediction,std_prediction,entropy,S,mean_prediction_05,std_prediction_05,entropy_five,Age,Credit amount,Duration,Job_0,Job_1,Job_2,Job_3,Housing_free,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_little,Checking account_moderate,Checking account_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others
0.559,0.49650679753654936,0.9899325174518772,0,0.49650679753654936,0.0,0.9999647908465574,-1.017625218208695,-0.07937699269215527,-0.2722078165754,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.521,0.4995588053472784,0.9987271686073539,1,0.4995588053472784,0.0,0.9999994383508949,-0.03474817818273565,0.3140110885514943,-0.2722078165754,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
0.588,0.49219508327491446,0.9775387286988186,1,0.49219508327491446,0.0,0.9998242243467665,-0.30280555273527,-0.3653271525877493,0.22928708201164383,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
0.487,0.49983097142934235,0.9995123141215677,1,0.49983097142934235,0.0,0.9999999175625061,-1.106977676392873,-0.7051615622671373,-0.7737027151624438,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.606,0.48863483297857513,0.9673324338116666,1,0.48863483297857513,0.0,0.9996272706573915,-0.03474817818273565,1.2637623132683053,0.9815294298922096,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.507,0.49995099759876466,0.9998586112670831,1,0.49995099759876466,0.0,0.9999999930714993,2.5564731091584294,-0.345823037635333,0.22928708201164383,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.65,0.47696960070847283,0.9340680553754911,1,0.47696960070847283,0.0,0.998469049533232,0.5013665709223329,-0.4344180004700373,-1.2751976137494878,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.554,0.4970754469896899,0.9915697693063807,1,0.4970754469896899,0.0,0.9999753210881615,-1.3750350509454072,-0.9405332545742621,-0.7737027151624438,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.539,0.49847667949463786,0.9956068607005618,1,0.49847667949463786,0.0,0.9999933044264855,-0.8389203018403386,0.04855677826691395,-1.0244501644559658,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0.604,0.48906441293555597,0.968562600558214,1,0.48906441293555597,0.0,0.9996549171556433,-0.7495678436561605,1.7133486918324763,0.48003453130516577,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.572,0.494788843851597,0.9849900098451575,1,0.494788843851597,0.0,0.9999216425001107,-0.6602153854719823,-0.9739216547470424,-1.2751976137494878,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.569,0.49521611443893865,0.9862187199222407,1,0.49521611443893865,0.0,0.999933965221581,-0.12410063636691375,0.17682112744551565,1.7337717777727755,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.571,0.49493332884339086,0.9854054682825988,0,0.49493332884339086,0.0,0.9999259274316159,-0.6602153854719823,-0.6790458829240714,0.22928708201164383,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.425,0.49434299833212975,0.9837082626231859,1,0.49434299833212975,0.0,0.9999076607348608,0.054604280001442455,1.2783077549277344,3.238256473533907,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0.507,0.4999509975987647,0.9998586112670831,1,0.4999509975987647,0.0,0.9999999930714993,0.5907190291065111,0.9447543314194634,3.238256473533907,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.591,0.4916492652287807,0.9759723949639902,1,0.4916492652287807,0.0,0.9997987786274091,0.5907190291065111,0.23896983271762162,-0.2722078165754,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.608,0.4881966816765555,0.9660780975952254,1,0.4881966816765555,0.0,0.9995979749468289,-1.106977676392873,-0.02053406961537408,-0.5229552658689219,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.64,0.48,0.9426831892554921,0,0.48,0.0,0.9988455359952018,2.6458255673426074,-0.7709466279541005,-0.2722078165754,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.562,0.496141108959941,0.9888799605926126,0,0.496141108959941,0.0,0.9999570331141525,-1.017625218208695,-0.43177337471377747,-0.2722078165754,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.574,0.49449368044495773,0.9841414105340351,0,0.49449368044495773,0.0,0.9999125144881993,-0.7495678436561605,0.07037494075605753,-0.5229552658689219,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.501,0.499998999999,0.9999971146079947,1,0.499998999999,0.0,0.9999999999971148,-0.03474817818273565,1.7943403556179334,2.235266676359819,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.598,0.49030194778320024,0.9721085036376909,1,0.49030194778320024,0.0,0.9997286056481556,-0.8389203018403386,-0.005327471516880064,-0.0214603672818781,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.541,0.498316164698678,0.9951442089848421,1,0.498316164698678,0.0,0.999991819034223,-0.21345309455109185,0.8726882795613832,-0.2722078165754,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.625,0.4841229182759271,0.9544340029249649,1,0.4841229182759271,0.0,0.9992725236091167,0.5907190291065111,-0.6370624490434467,-1.442362579945169,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.604,0.48906441293555597,0.968562600558214,1,0.48906441293555597,0.0,0.9996549171556433,-0.21345309455109185,-0.11772406615792279,-1.0244501644559658,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.582,0.4932301693935601,0.9805107178796568,1,0.4932301693935601,0.0,0.9998677567820391,-0.48151046910362616,-0.5312774187930536,0.22928708201164383,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
