mean_prediction,std_prediction,entropy,S,mean_prediction_05,std_prediction_05,entropy_five,Age,Credit amount,Duration,Job_0,Job_1,Job_2,Job_3,Housing_free,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_little,Checking account_moderate,Checking account_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others
0.441,0.49650679753654936,0.9899325174518773,0,0.49650679753654936,0.0,0.9999647908465574,-1.017625218208695,-0.07937699269215527,-0.2722078165754,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.324,0.46799999999999997,0.9086783848007121,1,0.46799999999999997,0.0,0.997043340210421,-0.03474817818273565,0.3140110885514943,-0.2722078165754,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
0.401,0.49010100999691897,0.9715325521731815,1,0.49010100999691897,0.0,0.999717242143678,-0.30280555273527,-0.3653271525877493,0.22928708201164383,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
0.415,0.49272203116970525,0.9790514648094593,1,0.49272203116970525,0.0,0.9998471588649467,-1.106977676392873,-0.7051615622671373,-0.7737027151624438,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.402,0.49030194778320024,0.9721085036376909,1,0.49030194778320024,0.0,0.9997286056481556,-0.03474817818273565,1.2637623132683053,0.9815294298922096,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.405,0.4908920451586072,0.9738003694382253,1,0.4908920451586072,0.0,0.9997606296844336,2.5564731091584294,-0.345823037635333,0.22928708201164383,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.446,0.49707544698969,0.9915697693063807,1,0.49707544698969,0.0,0.9999753210881613,0.5013665709223329,-0.4344180004700373,-1.2751976137494878,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.458,0.49823287727728277,0.9949041692998883,1,0.49823287727728277,0.0,0.999990989708086,-1.3750350509454072,-0.9405332545742621,-0.7737027151624438,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.416,0.4928934976239796,0.9795438195294625,1,0.4928934976239796,0.0,0.9998542760386224,-0.8389203018403386,0.04855677826691395,-1.0244501644559658,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0.393,0.488416830176848,0.9667082895772556,1,0.488416830176848,0.0,0.9996128330879215,-0.7495678436561605,1.7133486918324763,0.48003453130516577,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.462,0.4985539088203,0.9958294764724046,1,0.4985539088203,0.0,0.9999939661224224,-0.6602153854719823,-0.9739216547470424,-1.2751976137494878,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.375,0.4841229182759271,0.9544340029249649,1,0.4841229182759271,0.0,0.9992725236091167,-0.12410063636691375,0.17682112744551565,1.7337717777727755,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.484,0.499743934430424,0.9992612140227841,0,0.499743934430424,0.0,0.9999998108061877,-0.6602153854719823,-0.6790458829240714,0.22928708201164383,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
