entropy_1,entropy_2,mean_entropy_3,std_entropy_3,mean_entropy_3_scaled,std_entropy_3_scaled,n_bins,S,Age,Credit amount,Duration,Job_0,Job_1,Job_2,Job_3,Housing_free,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_little,Checking account_moderate,Checking account_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others
0.9990649315776107,0.6554120818442417,3.124740228980047,0.03007171912420052,0.8716242438662803,0.008388293913297894,12.0,1,-0.5714635006463117,1.4348991779120275,1.3465830153486362,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.9953784388202257,0.6172971637757392,4.644961686696203,0.017903574073734337,0.9375812736684785,0.003613820073338234,31.0,1,-1.261415354587746,-0.8542998125746444,-0.7378429886541339,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.7691928290130137,0.9506720926870659,3.8412050731431355,0.03980703425098574,0.8078435234052103,0.00837181410346168,27.0,1,-0.5714635006463117,-0.3069574975560266,0.3043700133472512,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9647995485050872,0.43646981706410287,3.3442123517500164,0.02966856551831419,0.932844444280042,0.0082758370589221,12.0,0,-1.3476593363304252,-0.4194093777904596,-0.21673648765344133,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.6246538232507122,0.9997114417528099,3.910558074971526,0.04843510821149796,0.7893425754592573,0.009776582350996033,31.0,1,-0.05399961019023594,-0.15587418907779177,-0.4772897381537876,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.6622595460438849,0.9892366698945321,4.174828531881589,0.03419383374841385,0.7955194733896296,0.00651568331704653,38.0,1,-1.0889273911023873,-0.6469905639791931,-0.4772897381537876,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.92481870497303,0.8206501291977117,4.15895559401463,0.03833770825751076,0.8746696093487618,0.008062800274468566,27.0,1,-0.3989755371609531,0.5115697939463089,1.3465830153486362,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.7745085286615678,0.9621696332193179,4.068334633732204,0.043814610213212785,0.8211896297291672,0.008843939050487745,31.0,1,0.03224437155244334,-0.5410410033501525,-0.4772897381537876,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.6390727927547213,0.9962572968375276,2.902143798425893,0.0385725727482667,0.7255359496064733,0.009643143187066675,16.0,1,1.6708800246633497,1.4291618370837402,0.3043700133472512,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.7376423801856891,0.9933418121880535,3.9717684638866215,0.03151148831287697,0.8016978365511047,0.006360565132796726,31.0,1,0.7221962254938776,-0.6339859247684083,-0.4772897381537876,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
