,x1,x2,s,y
0,-0.0687728173316391,-0.520573857175947,1.0,0.0
1,-0.0687728173316391,-0.520573857175947,1.0,0.0
2,0.06699099044563989,-0.42867902487200676,1.0,0.0
3,0.06699099044563989,-0.42867902487200676,1.0,0.0
4,-0.6026102275313051,1.0147980100655793,1.0,1.0
5,-0.6026102275313051,1.0147980100655793,1.0,1.0
6,-0.5391373966820747,-0.10579486218535983,0.0,0.0
7,-0.5391373966820747,-0.10579486218535983,0.0,1.0
8,-0.14451540476929817,-0.5673822736235729,0.0,0.0
9,-0.14451540476929817,-0.5673822736235729,0.0,1.0
10,-1.3641214256064356,-1.0756447465212662,1.0,0.0
11,-1.3641214256064356,-1.0756447465212662,1.0,0.0
12,0.6204535747678395,1.0910266022840034,1.0,1.0
13,0.6204535747678395,1.0910266022840034,1.0,1.0
14,1.9748466806615257,0.3565474853407059,1.0,1.0
15,1.9748466806615257,0.3565474853407059,1.0,1.0
16,-1.6328178147723198,-0.2862380130101993,1.0,0.0
17,-1.6328178147723198,-0.2862380130101993,1.0,0.0
18,0.38736710916170236,0.9742806709228149,1.0,1.0
19,0.38736710916170236,0.9742806709228149,1.0,1.0
20,1.844332631879033,-0.41728990114763304,1.0,1.0
21,1.844332631879033,-0.41728990114763304,1.0,1.0
22,0.7915856556800336,1.380912544419956,1.0,1.0
23,0.7915856556800336,1.380912544419956,1.0,1.0
24,-1.2302238004731758,1.9403164115802327,1.0,1.0
25,-1.2302238004731758,1.9403164115802327,1.0,1.0
26,1.1619131564086322,-0.34864233745201384,1.0,1.0
27,1.1619131564086322,-0.34864233745201384,1.0,1.0
28,0.9346603168588591,0.03785115735988676,1.0,1.0
29,0.9346603168588591,0.03785115735988676,1.0,1.0
30,-1.0468049408542879,1.1665483164853216,1.0,1.0
31,-1.0468049408542879,1.1665483164853216,1.0,1.0
32,2.4942529728239604,0.5091083287370815,1.0,1.0
33,2.4942529728239604,0.5091083287370815,1.0,1.0
34,1.174289176274299,-0.2648842057248893,0.0,0.0
35,1.174289176274299,-0.2648842057248893,0.0,1.0
36,-1.0103031739237662,0.33525927638047276,1.0,0.0
37,-1.0103031739237662,0.33525927638047276,1.0,0.0
38,-0.8935010921859081,-0.16948079926022003,1.0,0.0
39,-0.8935010921859081,-0.16948079926022003,1.0,0.0
40,-0.597232928445246,-2.035699740636557,1.0,0.0
41,-0.597232928445246,-2.035699740636557,1.0,0.0
42,0.4444515224878638,-0.520751901045085,1.0,0.0
43,0.4444515224878638,-0.520751901045085,1.0,0.0
44,-1.6939273894333464,0.5864097967709225,1.0,0.0
45,-1.6939273894333464,0.5864097967709225,1.0,0.0
46,0.20320115495769275,-0.1582269635442773,1.0,1.0
47,0.20320115495769275,-0.1582269635442773,1.0,1.0
48,-0.13537924959164566,1.4060448565770738,1.0,1.0
49,-0.13537924959164566,1.4060448565770738,1.0,1.0
50,-2.2060940274033953,0.3045617639835104,1.0,0.0
51,-2.2060940274033953,0.3045617639835104,1.0,0.0
52,-0.1895284169096292,-2.6044507633030087,1.0,0.0
53,-0.1895284169096292,-2.6044507633030087,1.0,0.0
54,0.8550432663486837,-0.10309994406351998,1.0,1.0
55,0.8550432663486837,-0.10309994406351998,1.0,1.0
56,-0.7616024279066059,0.2508867333146612,1.0,0.0
57,-0.7616024279066059,0.2508867333146612,1.0,0.0
58,0.6621502478154779,0.05069172734388069,1.0,1.0
59,0.6621502478154779,0.05069172734388069,1.0,1.0
60,-1.3500636006520719,-0.2746823887849187,1.0,0.0
61,-1.3500636006520719,-0.2746823887849187,1.0,0.0
62,0.6381944978247684,1.536126563764942,0.0,0.0
63,0.6381944978247684,1.536126563764942,0.0,1.0
64,0.8265703994941083,-0.018174248439512982,1.0,1.0
65,0.8265703994941083,-0.018174248439512982,1.0,1.0
66,-0.025275822833670924,-0.16991446973490656,1.0,0.0
67,-0.025275822833670924,-0.16991446973490656,1.0,0.0
68,-0.14238339708727704,-0.9116593844579955,1.0,0.0
69,-0.14238339708727704,-0.9116593844579955,1.0,0.0
70,-1.167268115180457,0.4825299318463703,1.0,0.0
71,-1.167268115180457,0.4825299318463703,1.0,0.0
72,-0.8728024627779383,1.1857663940557135,1.0,1.0
73,-0.8728024627779383,1.1857663940557135,1.0,1.0
74,0.10040487874998033,0.8164309446226867,1.0,1.0
75,0.10040487874998033,0.8164309446226867,1.0,1.0
76,0.04312356155338015,-0.16409771939457282,1.0,0.0
77,0.04312356155338015,-0.16409771939457282,1.0,0.0
78,0.122245889364117,-0.47046030266068084,0.0,0.0
79,0.122245889364117,-0.47046030266068084,0.0,1.0
80,1.6892159997407181,-0.4200956616915731,1.0,1.0
81,1.6892159997407181,-0.4200956616915731,1.0,1.0
82,-1.6108424382982751,2.123866863833673,0.0,0.0
83,-1.6108424382982751,2.123866863833673,0.0,1.0
84,-1.3095769089603293,0.2143695289972818,1.0,0.0
85,-1.3095769089603293,0.2143695289972818,1.0,0.0
86,0.019791766249502005,1.3931827160439345,1.0,1.0
87,0.019791766249502005,1.3931827160439345,1.0,1.0
88,0.27120234596464515,-0.17835321509013058,0.0,0.0
89,0.27120234596464515,-0.17835321509013058,0.0,1.0
90,1.0495383471332502,1.4055890795728776,1.0,1.0
91,1.0495383471332502,1.4055890795728776,1.0,1.0
92,0.7075163892270634,1.2410782386396126,1.0,1.0
93,0.7075163892270634,1.2410782386396126,1.0,1.0
94,-0.44202774939203915,-0.5051017680090978,1.0,0.0
95,-0.44202774939203915,-0.5051017680090978,1.0,0.0
96,-1.3278604231336715,1.3355118145090714,1.0,1.0
97,-1.3278604231336715,1.3355118145090714,1.0,1.0
98,1.3837343310949157,1.6853625157470282,1.0,1.0
99,1.3837343310949157,1.6853625157470282,1.0,1.0
100,-1.1018206280071934,1.2780582329231511,1.0,1.0
101,-1.1018206280071934,1.2780582329231511,1.0,1.0
102,-0.7994557081003187,-1.071848339126058,0.0,0.0
103,-0.7994557081003187,-1.071848339126058,0.0,1.0
104,-1.325249119030369,1.3432997675212055,1.0,1.0
105,-1.325249119030369,1.3432997675212055,1.0,1.0
106,0.24358625327939676,-0.4897871152238745,1.0,0.0
107,0.24358625327939676,-0.4897871152238745,1.0,0.0
108,0.13218402054413148,1.0336988365610664,1.0,1.0
109,0.13218402054413148,1.0336988365610664,1.0,1.0
110,1.2197207063560749,-1.1606814724294956,1.0,1.0
111,1.2197207063560749,-1.1606814724294956,1.0,1.0
112,0.1761057898817831,-0.47566934496585966,1.0,0.0
113,0.1761057898817831,-0.47566934496585966,1.0,0.0
