entropy_1,entropy_2,mean_entropy_3,std_entropy_3,mean_entropy_3_scaled,std_entropy_3_scaled,n_bins,S,x1,x2
0.218877726539011,0.9748983373999442,3.36098418196143,0.02535402729606377,0.9375228280031745,0.007072327058083172,12.0,0.0,-0.4382387749311767,-0.6201955369580812
0.2948328193632007,0.9966619137320386,4.512301302640484,0.024900681623401578,0.9489817163050425,0.005236860306804683,27.0,1.0,-0.2070104860696485,3.151189767852994
0.38792567937193734,0.9964625048848765,3.442523439106851,0.020254733518490248,0.9602676285775228,0.005649915031026344,12.0,0.0,1.1734328258234543,-0.6358212923153498
0.35841532463927483,0.997895527159741,3.8203633744803986,0.01623882208719679,0.9550908436200997,0.004059705521799198,16.0,1.0,1.1754995577229084,-0.3624451496642884
0.1893518474613518,0.9483407304604878,4.323202248325406,0.02627116666383975,0.9429089654812707,0.005729854204850671,24.0,1.0,-0.7670551958821816,-1.9018528623856907
0.35081592989560495,0.9962572968375276,2.9860130225734123,0.018296287501862133,0.9419822302467029,0.0057718360824111975,9.0,1.0,0.8786910377492445,0.0058012987617752
0.4297586093037604,0.9895875212220556,4.7546498231585765,0.017006590464355383,0.9597217238223014,0.003432764751105997,31.0,0.0,1.2188688949987685,-0.3282545740819913
0.3194539658094462,0.9993506898146103,3.812713556356127,0.01731745751777868,0.9531783890890317,0.00432936437944467,16.0,1.0,0.1646151916866647,0.854493595869263
0.3546271671967254,0.9866165198488093,4.1623105561359885,0.02010011114615244,0.9630679790947486,0.004650727801309315,20.0,1.0,0.8265703994941083,-0.0181742484395129
0.2778395739583094,0.9845686584264312,3.3596105261268803,0.014279296582862451,0.937139656398374,0.003983109050649774,12.0,1.0,-0.1969166199390768,-0.9598828047471676
0.21407106810421872,0.9566172292852868,4.032245851179217,0.020355272061787243,0.9329738400666996,0.004709766478037089,20.0,1.0,-0.7616024279066059,0.2508867333146612
0.2468585146603582,0.9974015885677396,3.820902130553717,0.022243807232023228,0.9552255326384292,0.005560951808005807,16.0,0.0,0.0922679361262773,0.1441903967373282
0.41955649623854696,0.9775387286988189,3.0504694974098134,0.014653491165123773,0.9623159841390105,0.004622661784886531,9.0,0.0,1.6048373290877105,0.9166627770367004
0.4056929882938097,0.9915697693063807,3.038845610813495,0.012900612826963162,0.9586490561861319,0.0040696902359183395,9.0,1.0,1.1783640104779602,-0.4968932581706353
0.3392404417949342,0.994149171480893,3.026827881294982,0.013402296074797608,0.9548578846243296,0.004227953679881858,9.0,1.0,1.2614651971540332,-0.9373639109018822
0.3546271671967254,0.997043340210421,3.8287343439444603,0.02723465887051021,0.9571835859861151,0.006808664717627553,16.0,1.0,0.9944453621178108,-0.2806110249152058
0.2043246709802796,0.9759723949639902,3.7528724224863885,0.013690217484737689,0.9382181056215971,0.003422554371184422,16.0,1.0,-1.098333831982225,1.6495041472849026
0.17911631918165188,0.9475511987417433,4.505499931289778,0.030419281209650574,0.9475513204549595,0.0063974765324752245,27.0,1.0,-1.3895375907745438,0.388977184310212
0.2468585146603582,0.9805107178796568,3.7654459519969037,0.025371326648658873,0.9413614879992259,0.006342831662164718,16.0,1.0,-0.4793485249125375,0.8196000621506255
0.299006577721677,0.9951442089848421,3.8349340717184504,0.013833192735611904,0.9587335179296126,0.003458298183902976,16.0,1.0,-0.0801447913362252,1.4241504199185078
0.26034062501245037,0.982824252303905,3.3881958173169577,0.02083063438917605,0.9451133217252297,0.005810558516298483,12.0,1.0,-0.1040114164837685,0.8710412613928002
0.38431154412649704,0.9927744539878083,3.058761350913318,0.01766345371121062,0.964931772682819,0.005572199248617473,9.0,1.0,0.9262549116729472,0.2867267585750133
0.16866093149667025,0.9754383526853786,4.516150224536118,0.02114442896850845,0.9497911827527521,0.004446883119503411,27.0,1.0,-0.6298573005139461,1.3329883165338527
0.23304589256445052,0.977022578532774,4.107845672696392,0.022236873060099097,0.9504659916845402,0.005145127954906125,20.0,1.0,-0.7543039338573255,1.0035721645853977
0.2778395739583094,0.9962572968375276,3.411049952313852,0.01517139064829398,0.951488321461572,0.004231952397059117,12.0,1.0,0.8560562830025887,1.8788102419345725
0.42297549123463085,0.992183779438731,3.836086616915788,0.02064569797583829,0.959021654228947,0.005161424493959572,16.0,1.0,1.3837343310949155,1.6853625157470282
0.34312290713202054,0.9993506898146103,5.609921733294262,0.026758395301169295,0.9617739610503511,0.004587502119221964,57.0,1.0,0.5413171102626515,0.3425771368973503
0.26034062501245037,0.9854054682825988,4.109429107161107,0.016954019304837042,0.9508323639216412,0.00392279069262925,20.0,1.0,-0.4393467668128535,1.8363017510818231
0.15796854699966337,0.9257724232145381,4.627738431031391,0.016798178464743036,0.9341047752445663,0.0033906969793514818,31.0,1.0,-1.848033472956805,-1.0699643003594317
0.426376131887653,0.996046287934431,3.8691616932387802,0.022036753000663212,0.9672904233096951,0.005509188250165803,16.0,1.0,0.9346603168588592,0.0378511573598867
0.3546271671967254,0.9998153271549207,3.8522521436984447,0.014114437814991655,0.9630630359246112,0.0035286094537479136,16.0,1.0,0.4985636637228576,-1.579001679841159
0.23304589256445052,0.9809852696140275,4.063843668414052,0.015769397682393743,0.9402848865582442,0.0036486950583579326,20.0,1.0,-0.8273165687333588,0.4217066135486343
0.4056929882938097,0.9814538950336537,3.4474090297926465,0.01999719253532773,0.9616304296346646,0.005578075790557105,12.0,1.0,1.3143558986288244,0.6076601652261528
0.2778395739583094,1.0,3.8119147400205704,0.019079428301775253,0.9529786850051426,0.004769857075443813,16.0,1.0,0.2821462794581943,0.207156444341656
0.16334554318340233,0.9435101346706889,4.655011624363176,0.026522666765359897,0.939609844406764,0.005353576060309314,31.0,1.0,-0.874731147017228,-0.1105269167565576
0.16866093149667025,0.9977366703420345,2.9208639227690147,0.02330635602638769,0.9214299775042075,0.007352336732188712,9.0,1.0,-0.0416577396214368,-0.7653802664602943
0.34312290713202054,0.9974015885677396,3.3951565497978557,0.020587889252951606,0.9470549689473409,0.005742846472957565,12.0,1.0,0.6303324270823009,-1.5486120305057995
0.303151590366192,0.9996508396313202,4.759458021466504,0.018799482206048396,0.9606922542588621,0.003794658311507315,31.0,0.0,0.2438031578145291,1.5320650250173145
0.33533353587867765,0.9995123141215677,4.402625226320637,0.017536052596765935,0.9602314578643032,0.0038246883358386725,24.0,1.0,0.3478112451892571,-0.6381726267629755
