entropy_1,entropy_2,mean_entropy_3,std_entropy_3,mean_entropy_3_scaled,std_entropy_3_scaled,n_bins,S,priors_count,sex_Female,sex_Male,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,c_charge_degree_F,c_charge_degree_M
0.9899325174518772,0.9780489236102555,2.5355132485360357,0.04297212247557608,0.7998653745380034,0.01355619532197883,9.0,0,-0.5368266925707568,0,1,0,0,1,1,0
0.6599872509666215,0.7056366064601749,3.9627965706056387,0.037450134935885775,0.8643029403146352,0.008168035164953982,24.0,1,-0.7338780825023853,0,1,1,0,0,1,0
0.7376423801856891,0.682259792596041,3.5310517909997423,0.02353143895502301,0.8827629477499356,0.005882859738755753,16.0,0,1.2366358168139007,0,1,0,1,0,1,0
0.9902716614103877,0.9790514648094593,2.699673898384027,0.019768330792347775,0.7530549895127094,0.0055142364218234334,12.0,0,-0.5368266925707568,0,1,0,0,1,1,0
0.6366965139166221,0.6887498056988562,3.036226332154628,0.01614658859980685,0.8469339167547376,0.00450397698624707,12.0,0,-0.7338780825023853,0,1,1,0,0,1,0
0.8988610370442902,0.8621745299412249,3.025278258883951,0.031345459766930234,0.8438800289474108,0.008743594880176519,12.0,0,-0.1427239127074995,0,1,0,0,1,1,0
0.6197604376555949,0.6507958209094192,2.511655587778787,0.028302692507781554,0.7923391205268221,0.008928505404671681,9.0,1,0.05432747722412909,1,0,1,0,0,0,1
0.9118318792514706,0.9426831892554921,3.283027011197428,0.035315315328774445,0.820756752799357,0.008828828832193611,16.0,1,-0.1427239127074995,0,1,1,0,0,0,1
0.9295231861792265,0.8885020591088226,2.9791767093083896,0.0322938453353309,0.831020326909722,0.009008140344239197,12.0,0,0.2513788671557577,0,1,1,0,0,1,0
0.7950402793845223,0.8540846597591107,4.497665537356699,0.026653527943107935,0.8768604739684529,0.005196345737807046,35.0,0,-0.5368266925707568,0,1,1,0,0,1,0
0.9924820324406043,0.9993506898146103,2.9052050300312433,0.034000785180700925,0.8103864487973944,0.009484279172755999,12.0,1,-0.1427239127074995,0,1,0,1,0,1,0
0.5709929600768897,0.5264795487695574,3.7762835006467235,0.03795222890293723,0.823623639245198,0.008277544014147944,24.0,0,1.039584426882272,0,1,1,0,0,1,0
0.9558956318258475,0.932269191548067,4.418930364139622,0.028713703118268017,0.8919570576714888,0.005795834746812,31.0,0,0.4484302570873863,0,1,1,0,0,0,1
0.6222126380063133,0.6734699876903987,3.467076315101898,0.038985046162181805,0.8667690787754745,0.009746261540545451,16.0,0,-0.1427239127074995,0,1,0,1,0,0,1
0.6622595460438848,0.6951533369561016,4.630094850874061,0.04410421708641146,0.882271113503983,0.008404120859792745,38.0,0,-0.7338780825023853,0,1,1,0,0,0,1
0.6048125901165883,0.6531091121418667,3.3230431642074847,0.04219490272825323,0.8307607910518712,0.010548725682063307,16.0,0,-0.7338780825023853,0,1,1,0,0,0,1
0.5920419387483651,0.5293608652873644,3.4563951556461125,0.029993481338115614,0.8640987889115281,0.007498370334528904,16.0,0,1.4336872067455293,0,1,0,1,0,1,0
0.7546516338427502,0.7900156893384529,3.426045584806432,0.03758786303132877,0.856511396201608,0.009396965757832193,16.0,0,-0.5368266925707568,1,0,1,0,0,1,0
0.699374843964096,0.7278876700230903,3.353921665259765,0.03066479529537802,0.8384804163149413,0.007666198823844505,16.0,0,-0.7338780825023853,1,0,0,0,1,0,1
0.6148227571490692,0.6667737919919464,3.384047518579165,0.0262868551932736,0.8460118796447913,0.0065717137983184,16.0,1,-0.7338780825023853,0,1,0,1,0,1,0
0.6246538232507122,0.6908938714350409,3.036124349511124,0.025313624000369996,0.8469054694157535,0.007061056843768331,12.0,1,-0.7338780825023853,0,1,1,0,0,1,0
0.6172971637757392,0.6756821861637249,3.0583336826694136,0.040125420374996335,0.853100606227874,0.011192702954891325,12.0,0,-0.7338780825023853,0,1,1,0,0,1,0
